key,name,subhead,description,rating,rating_count,ingredients
36_bj,Peanut Butter World®,Milk Chocolate Ice Cream with Peanut Buttery Swirls & Chocolate Cookie Swirls,"What makes Ben & Jerry's so euphoric? Some say it's the legendary creamy-richness of our flavor creations. Others say it's the tastebud-boggling combinations of spoon-bending chunks & perfect swirls. We say, ""Enjoy!""",4.9,69,"CREAM, LIQUID SUGAR (SUGAR, WATER), SKIM MILK, WATER, PEANUTS, SUGAR, COCOA (PROCESSED WITH ALKALI), CANOLA OIL, PEANUT OIL, WHEAT FLOUR, COCOA, COCONUT OIL, EGG YOLKS, SALT, TAPIOCA STARCH, GUAR GUM, NATURAL FLAVORS, SOY LECITHIN, BAKING SODA, CARRAGEENAN"
37_bj,Phish Food®,"Chocolate Ice Cream with Gooey Marshmallow Swirls, Caramel Swirls & Fudge Fish",“Ben was our neighbor through the woods & we're fond of ice cream. So we teamed up to create Phish Food®. A portion of our royalties from this flavor goes toward environmental efforts in Vermont's Lake Champlain Watershed. Enjoy!” - PHISH,4.8,93,"CREAM, WATER, SKIM MILK, LIQUID SUGAR (SUGAR, WATER), CORN SYRUP, SUGAR, COCOA PROCESSED WITH ALKALI, COCONUT OIL, BUTTER (CREAM, SALT), EGG YOLKS, EGG WHITES, VANILLA EXTRACT, NATURAL FLAVOR, GUAR GUM, PECTIN, COCOA, SALT, CARRAGEENAN, BAKING SODA, MILK, SOY LECITHIN"
38_bj,Pistachio Pistachio,Pistachio Ice Cream with Lightly Roasted Pistachios,The name alone shows how much we love pistachios. But don't just take our word for it - let the flavor speak for itself!,4.0,80,"CREAM, SKIM MILK, LIQUID SUGAR (SUGAR, WATER), WATER, PISTACHIOS, EGG YOLKS, SUGAR, COCONUT OIL, GUAR GUM, SALT, NATURAL FLAVORS, CARRAGEENAN"
39_bj,Pumpkin Cheesecake,Pumpkin Cheesecake Ice Cream with a Graham Cracker Swirl,"We took the great taste of pumpkin cheesecake & gave it an ice cream upgrade, complete with a complementary graham cracker swirl, so it's more than just a great flavor: it's a first-class ticket to pumpkin wonderful.",4.6,58,"CREAM, SKIM MILK, WATER, LIQUID SUGAR (SUGAR, WATER), SUGAR, PUMPKIN PUREE, SOYBEAN OIL, EGG YOLKS, CORN STARCH, CREAM CHEESE (CULTURED PASTEURIZED MILK AND CREAM, SALT, ENZYMES), WHEAT FLOUR, GRAHAM FLOUR, SALT, BUTTEROIL, CANOLA OIL, TAPIOCA STARCH, GUAR GUM, CINNAMON, LACTIC ACID, MOLASSES, HONEY, SOY LECITHIN, BAKING SODA, NATURAL FLAVOR, NUTMEG, GINGER, LEMON JUICE CONCENTRATE, CLOVES, ANNATTO (COLOR), CARRAGEENAN"
40_bj,"Red, White & Blueberry",Blueberry & Raspberry Ice Cream swirled with Vanilla Ice Cream with Strawberries & Shortbread Pieces,"Hooray for Red, White & Blueberry! From the strawberried fields of raspberry, blueberry, & vanilla ice creams to the glorious morsels of shortbread, every spoonful’s a salute to taste beyond the fruited plain.",3.4,39,"CREAM, SKIM MILK, WATER, LIQUID SUGAR (SUGAR, WATER), BLUEBERRY PUREE CONCENTRATE, STRAWBERRIES, EGG YOLKS, WHEAT FLOUR, DRIED CANE SYRUP, SUGAR, BUTTER (CREAM, SALT), RASPBERRY PUREE, SOYBEAN OIL, VANILLA EXTRACT, EGGS, GUAR GUM, BAKING SODA, SALT, CARRAGEENAN, LEMON JUICE CONCENTRATE"
41_bj,S'mores,"Chocolate Ice Cream with Fudge Chunks, Toasted Marshmallow & Graham Cracker Swirls","Remember when cookouts & campfires kindled your cravings for s'mores, glorious s’mores? We loaded this flavor with all the stuff that makes s’mores so glorious, so you can kindle your cravings whenever, no campfires required.",4.1,151,"CREAM, LIQUID SUGAR (SUGAR, WATER), SKIM MILK, WATER, SUGAR, COCOA (PROCESSED WITH ALKALI), SOYBEAN OIL, CORN SYRUP, CORN STARCH, COCONUT OIL, CORN SYRUP SOLIDS, WHEAT FLOUR, GRAHAM FLOUR, EGG YOLKS, SALT, BUTTEROIL, EGG WHITES, CANOLA OIL, COCOA POWDER, GUAR GUM, TAPIOCA STARCH, MOLASSES, HONEY, SOY LECITHIN, SODIUM BICARBONATE, VANILLA EXTRACT, PECTIN, MILKFAT, CARRAGEENAN, NATURAL FLAVOR"
42_bj,Salted Caramel Almond,"Vanilla Bean Ice Cream with Roasted Almond Slivers, Fudge Flakes & a Salted Caramel Swirl","What makes Ben & Jerry’s so euphoric? Some say it’s the legendary creamy-richness of our flavor creations. Others say it’s the tastebud-boggling combinations of spoon-bending chunks & perfect swirls. We say, “Enjoy!""",4.5,23,"CREAM, SKIM MILK, LIQUID SUGAR (SUGAR, WATER), WATER, SUGAR, ALMONDS, MILK, EGG YOLKS, COCONUT OIL, CORN SYRUP, COCOA (PROCESSED WITH ALKALI), BUTTER (CREAM, SALT), BUTTEROIL, PECTIN, SEA SALT, COCOA POWDER, GUAR GUM, VANILLA EXTRACT, SOY LECITHIN, BAKING SODA, VANILLA BEANS, MILK FAT, CARRAGEENAN, LACTASE, NATURAL FLAVOR"
43_bj,Strawberry Cheesecake,Strawberry Cheesecake Ice Cream with Strawberries & a Thick Graham Cracker Swirl,"For strawberry cheesecake lovers who’ve always wanted to have their cheesecake & scoop it, too, we’ve created a flavor jam-packed with strawberry cheesecake-greatness & a fantastic graham-cracker swirl.",4.7,231,"CREAM, SKIM MILK, WATER, LIQUID SUGAR (SUGAR, WATER), SUGAR, STRAWBERRIES, SOYBEAN OIL, STRAWBERRY PUREE, EGG YOLKS, CORN STARCH, CREAM CHEESE (CULTURED PASTEURIZED MILK AND CREAM, SALT, ENZYMES), WHEAT FLOUR, GRAHAM FLOUR, SALT, BUTTEROIL, CANOLA OIL, GUAR GUM, NATURAL FLAVORS, TAPIOCA STARCH, MOLASSES, HONEY, LACTIC ACID, SOY LECITHIN, SODIUM BICARBONATE, LEMON JUICE CONCENTRATE, PECTIN, CARRAGEENAN"
44_bj,The Tonight Dough®,Caramel & Chocolate Ice Creams with Chocolate Cookie Swirls & Gobs of Chocolate Chip Cookie Dough & Peanut Butter Cookie Dough.,"Inspired by the show & host we love staying up late for, here's a flavor you'll love spooning into - dedicated to SeriousFun Children's Network of global camps for children with serious illnesses. Learn more at seriousfunnetwork.org.",4.7,639,"CREAM, LIQUID SUGAR (SUGAR, WATER), SKIM MILK, WATER, WHEAT FLOUR, SUGAR, COCOA (PROCESSED WITH ALKALI), BROWN SUGAR, CANOLA OIL, EGG YOLKS, PEANUT BUTTER (PEANUTS), CORN SYRUP, EGGS, COCOA, BUTTER (CREAM, SALT), COCONUT OIL, SOYBEAN OIL, SALT, CHOCOLATE LIQUOR, NATURAL FLAVORS, TAPIOCA STARCH, GUAR GUM, BAKING SODA, SOY LECITHIN, MOLASSES, COCOA BUTTER, CARRAGEENAN"
45_bj,Triple Caramel Chunk®,Caramel Ice Cream with a Swirl of Caramel & Fudge-Covered Caramel Chunks,"Caramel lovers won’t want to miss a single moment of this must-eat caramel thrillogy, starring creamy caramel ice cream, gooey caramel swirls, and chewy caramel chunks. They probably won’t want it to end, either. Enjoy!",4.3,16,"CREAM, SKIM MILK, WATER, LIQUID SUGAR (SUGAR, WATER), CORN SYRUP, SUGAR, EGG YOLKS, COCONUT OIL, BUTTER (CREAM, SALT), MILK, COCOA (PROCESSED WITH ALKALI), SALT, GUAR GUM, CARRAGEENAN, VANILLA EXTRACT, BAKING SODA, COCOA, SOY LECITHIN, NATURAL FLAVOR"
46_bj,Urban Bourbon™,"Burnt Caramel Ice Cream with Almonds, Fudge Flakes & Bourbon Caramel Swirls","Want to enjoy a night on the town without leaving the house? Treat yourself to a caramel concoction that’s bold, toasty and bourbon-swirled, with lots of nuts and fudge for fun.",4.2,181,"CREAM, SKIM MILK, WATER, LIQUID SUGAR (SUGAR, WATER), CORN SYRUP, SUGAR, ALMONDS, COCONUT OIL, EGG YOLKS, COCOA (PROCESSED WITH ALKALI), BUTTER (CREAM, SALT), WHISKEY, CARAMELIZED SUGAR SYRUP, COCOA POWDER, DRY MALT EXTRACT (BARLEY), GUAR GUM, SALT, CARRAGEENAN, BAKING SODA, MILK FAT, SOY LECITHIN, VANILLA EXTRACT, NATURAL FLAVOR"
47_bj,Vanilla,Vanilla Ice Cream,"When you dig into this pint, you’ll find a rich, creamy Vanilla that’s more vanilla-tasting than any Vanilla you’ve ever tasted.",4.7,10,"CREAM, SKIM MILK, LIQUID SUGAR (SUGAR, WATER), WATER, EGG YOLKS, SUGAR, GUAR GUM, VANILLA EXTRACT, VANILLA BEANS, CARRAGEENAN"
48_bj,Vanilla Caramel Fudge,Vanilla Ice Cream with Swirls of Caramel & Fudge,"If you’ve been looking for reasons to try something chunkless, this container holds a Vanilla-rich, fudge-luscious & caramel-gooey pintful of them. Enjoy!",4.8,29,"CREAM, SKIM MILK, LIQUID SUGAR (SUGAR, WATER), WATER, CORN SYRUP, SUGAR, BUTTER (CREAM, SALT), EGG YOLKS, VANILLA EXTRACT, COCOA (PROCESSED WITH ALKALI), SALT, CARRAGEENAN, CHOCOLATE LIQUOR, GUAR GUM, BAKING SODA"
49_bj,Boom Chocolatta™ Cookie Core,"Mocha & Caramel Ice Creams with Chocolate Cookies, Fudge Flakes & a Chocolate Cookie Core","As you slam dunk your spoon through creamy mocha & caramel to celebrate the epic chocolate cookie-spread core, your technique may not be perfect, but the victory’s perfectly delicious.",4.6,97,"CREAM, SKIM MILK, LIQUID SUGAR (SUGAR, WATER), WATER, SUGAR, SOYBEAN OIL, COCOA (PROCESSED WITH ALKALI), EGG YOLKS, BUTTER (CREAM, SALT), COFFEE EXTRACT, CORN SYRUP, RICE FLOUR, POTATO FLOUR, WHEAT FLOUR, COCONUT OIL, BROWN SUGAR, VANILLA EXTRACT, BAKING SODA, SALT, NATURAL FLAVOR, COCOA POWDER, SOY LECITHIN, EGGS, CHOCOLATE LIQUOR, COCOA BUTTER, MILK, WHEY PROTEIN CONCENTRATE, GUAR GUM, CARRAGEENAN, MILKFAT"
50_bj,Chocolate Chip Cookie Dough Core,Cookie Milk Ice Cream with Fudge Chips & a Chocolate Chip Cookie Dough Core,"Our latest cookie dough creation is boldly loaded like never before, with ice cream that tastes like a just-dunked-cookie, & an epic core of chocolate-chippity dough where no dough has ever been.",1.8,166,"CREAM, SKIM MILK, WATER, LIQUID SUGAR (SUGAR, WATER), SUGAR, SOYBEAN OIL, EGG YOLKS, WHEAT FLOUR, COCONUT OIL, CHOCOLATE CHIPS (SUGAR, UNSWEETENED CHOCOLATE, COCOA BUTTER, SOY LECITHIN, NATURAL FLAVOR), BUTTER (CREAM, SALT), COCOA (PROCESSED WITH ALKALI), CORN SYRUP, NATURAL FLAVOR, COCOA POWDER, EGGS, MOLASSES, SALT, GUAR GUM, BROWN SUGAR, CHOCOLATE LIQUOR, VANILLA EXTRACT, SOY LECITHIN, CARRAGEENAN, BAKING SODA, COCOA BUTTER"
51_bj,Sweet Like Sugar Cookie Dough Core,Sweet Cream Ice Cream with a hint of Almond flavor & Shortbread Cookies & Cherry Ice Cream with Cherries & a Sugar Cookie Dough Core,"Instead of just giving you some sugar cookie dough, we thought you’d enjoy a core full even more, enwrapped in almond-kissed sweet cream & cherry ice creams packed with cookies & cherries. Do we love you or what?",4.8,123,"CREAM, SKIM MILK, WATER, LIQUID SUGAR (SUGAR, WATER), SUGAR, CHERRIES, SOYBEAN OIL, WHEAT FLOUR, EGG YOLKS, BUTTER (CREAM, SALT), DRIED CANE SYRUP, EGGS, NATURAL FLAVOR, COCONUT OIL, SALT, GUAR GUM, FRUIT AND VEGETABLE CONCENTRATES (COLOR), LEMON JUICE CONCENTRATE, CARRAGEENAN, BAKING SODA, ALMOND EXTRACT"
52_bj,"Wake & "" No Bake "" Cookie Dough Core","Vanilla Ice Cream with Peanut Butter Cookies, Peanut Butter Ice Cream with Fudge Chips & a No Bake Cookie Dough Core","Now that we’ve core-fully captured the No Bake cookie dough of your dreams in the middle of our fudge-&-cookie-chunked peanut butter and vanilla ice creams, we bet you’ll love how it tastes when you’re awake.",3.3,68,"CREAM, SKIM MILK, LIQUID SUGAR (SUGAR, WATER), WATER, SUGAR, SOYBEAN OIL, PEANUTS, EGG YOLKS, OATS, WHEAT FLOUR, BUTTER (CREAM, SALT), COCONUT OIL, PEANUT OIL, COCOA (PROCESSED WITH ALKALI), NATURAL FLAVOR, SALT, BROWN SUGAR, EGGS, VANILLA EXTRACT, COCOA POWDER, GUAR GUM, BAKING SODA, CARRAGEENAN, MILK FAT, SOY LECITHIN"
53_bj,Brownie Batter Core,Chocolate & Vanilla Ice Creams with Fudge Brownies & a Brownie Batter Core,"Spooning your way to brownie nirvana? Smack dab in the middle of this brownie-chunk-filled ice cream there's a core of unbaked brownie batter calling your name. No, really. We heard it.",3.5,108,"CREAM, LIQUID SUGAR (SUGAR, WATER), SKIM MILK, WATER, SUGAR, COCOA PROCESSED WITH ALKALI, EGG YOLKS, WHEAT FLOUR, BUTTER (CREAM, SALT), CHOCOLATE LIQUOR, COCONUT OIL, CORN SYRUP, COCOA POWDER, SOYBEAN OIL, INVERT SUGAR, EGGS, CANOLA OIL, SALT, GUAR GUM, EGG WHITES, CARRAGEENAN, NATURAL FLAVOR, SOY LECITHIN, BAKING SODA, VANILLA EXTRACT, MALTED BARLEY FLOUR"
54_bj,Cookies & Cream Cheesecake Core,Chocolate & Cheesecake Ice Creams with Chocolate Cookies & a Cheesecake Core,"What's it called when you find yourself spoon-deep in a rich center of cheesecake in the middle of a cool ice cream universe of chocolate, cheesecake & cookies? A Core encounter of the Ben & Jerriest kind.",4.4,57,"CREAM, LIQUID SUGAR (SUGAR, WATER), SKIM MILK, WATER, SUGAR, HEAVY CREAM, COCOA (PROCESSED WITH ALKALI), WHEAT FLOUR, EGG YOLKS, BUTTER (CREAM, SALT), CREAM CHEESE (PASTEURIZED MILK AND CREAM, CHEESE CULTURE, SALT, CAROB BEAN GUM, GUAR GUM), MILK PROTEIN CONCENTRATE, COCONUT OIL, BROWN SUGAR, EGGS, NATURAL FLAVOR, SALT, GUAR GUM, CAROB BEAN GUM, MODIFIED FOOD STARCH (CORN), SOY LECITHIN, XANTHAN GUM, BAKING SODA, VANILLA EXTRACT, CARRAGEENAN"
55_bj,Karamel Sutra® Core,Chocolate & Caramel Ice Creams with Fudge Chips & a Soft Caramel Core,"Find your way to the ultimate ice cream experience with our Cores. Whether your primal urges lead you to the center of soft caramel or directly to the fudge chips, you’ll be in total control of your own ice cream destiny.",4.2,94,"CREAM, SKIM MILK, LIQUID SUGAR (SUGAR, WATER), WATER, SUGAR, MILK, CORN SYRUP, COCOA (PROCESSED WITH ALKALI), EGG YOLKS, COCONUT OIL, BUTTER (CREAM, SALT), COCOA POWDER, MILK FAT, PECTIN, GUAR GUM, BAKING SODA, LACTASE, SOY LECITHIN, VANILLA EXTRACT, SALT, CARRAGEENAN, MILKFAT, NATURAL FLAVOR"
56_bj,Peanut Butter Fudge Core,Chocolate & Peanut Butter Ice Creams with Mini Peanut Butter Cups & a Peanut Butter Fudge Core,"Find your way to the ultimate ice cream experience with our Cores. Whether your primal urges lead you to the center of peanut butter fudge or directly to the peanut butter cups, you’ll be in total control of your own ice cream destiny.",4.7,19,"CREAM, SKIM MILK, LIQUID SUGAR (SUGAR, WATER), WATER, PEANUTS, SUGAR, COCONUT OIL, COCOA PROCESSED WITH ALKALI, CORN SYRUP, DRIED CANE SYRUP, EGG YOLKS, COCOA, PEANUT OIL, MILK, SALT, GUAR GUM, SOY LECITHIN, CARRAGEENAN, NATURAL FLAVOR, VANILLA EXTRACT"
